"message","warm"
"Hi!  I am writing in regards to your iPhone 6 for sale.  I was very interested in the phone as it is exactly what I've been looking for!  However, it is a little out of my price range.  Would it be possible to negotiate?  I can offer you 115 cash on the spot or I can arrange a payment plan if something like that would be reasonable to you.  Please let me know.  Thank you for your time and I look forward to hearing from you.  Best,  Jfjgje Hdfgje",TRUE
"Hello, I've seen your ad regarding the iPhone 6+ and I'm interested in purchasing it.  I'm offering $115 because I think that is the most it is worth.  There are newer phones out and I think this is a fair price given the condition and availability of these phones.",FALSE
"Hello, I am interested in this phone. I think that because it is """"almost"""" new that perhaps the price should be lower. I am willing to buy it right now for $115 if you are interested.",FALSE
"I only have $115 and I won't go over this price.",FALSE
"Hello, I am interested in buying your iPhone. I am interested in giving you $115 for it. Please respond, thank you.",FALSE
"Hello, I am interested in your Iphone 6. Although I am highly interested the price is simply too high. I have a few different offers on the table for $115 so I will not pay you any more than that. Let me know by the end of the day if you are interested. Thanks a lot.",FALSE
"Hello, I am Emma and have been searching for this type of smartphone for a long time. I have around $115 cash. Hope you consider my offer; your reply would be greatly appreciated. Nice time.",TRUE
"Hi! I hope you're doing well. I'm very interested in buying this phone, but was wondering if you might lower the price a little, to $115. For $115, I'll buy the phone immediately. Let me know if that works for you.  Looking forward to hearing from you!  Sarah ",TRUE
"Hello, I am interested in buying your Iphone 6 Plus 64GB. However, your price isn't in my budget and I was wondering if you would accept $115 in cash by today? Thank you for your time and hope to hear from you soon.",TRUE
"To whom it may concern, This phone is out of the box and can be used. I only see the back of the phone and there are no accessories to be seen. The price at $155 is way too high. My best offer would be $115. Take it or leave it.  Best, Chris",FALSE
"This is the phone I am looking around for. I am currently without a phone and I need this IPhone. You seem you can't get a deal for your initial offer and I know you want to get rid of it so, I want to relieve you and offer you 115 dollars.",FALSE
"Good afternoon,   I am interested in purchasing your Iphone 6 plus listed for $155. While I understand that the phone has been in an Otter Box throughout the duration of its life, I am still purchasing a phone that has been previously used and have no way of knowing what associated risks I am getting with it. As a result I would like to purchase the phone for $115 and can pick it up this afternoon.   Thank you",FALSE
"I really need $115 for this. I can not go lower. If you don't want it, no problem.",FALSE
"Hello, how are you? I wanted to email you about possibly purchasing the iPhone 6 you have advertised. This phone looks amazing, and I was so excited and fortunate to come across this. I have $115 dollars to offer for this phone. I hope you have a nice day and thank you!",TRUE
"Hello, I see on (insert website) that you are selling a Iphone 6 plus. I have really been looking for this phone for a while now. Is there any chance you could take $115 instead of $155. You would absolutely make my day if you could. Thanks either way.",TRUE
"I am very interested in your phone. However the absolute maximum price I can afford to pay is $115. I am hoping this will be acceptable for a deal.",FALSE
"Greetings,  I hope you are doing well. I saw your post for the IPhone 6 Plus. Is there any possible way you would take $115 for the phone? This all I have in my budget for a new phone.  Thank you for your time and consideration, and I look forward to hearing from you.",TRUE
"I'll take it off your hands for $115. Cash. I can meet you anywhere.",FALSE
"I am very interested in your IPhone 6 Plus with 64 GBs. It is exactly the phone that I have been searching for. I need this type of phone for work but haven't been able to find one. I do have a small problem in that I only have $115 to buy this phone. I am asking you to consider my offer knowing that I would give your a good home and it would help me to do my job so much better. I appreciate that you took such good care of your phone and pledge to do the same. Please let me know your thoughts.",TRUE
"Hi, I would like to buy your phone and I can meet you anywhere or even at your home at any moment. However, I only have $115 to offer for phone. Sell me the phone and I can give you the money within minutes and you wouldn't even have to leave the house.",FALSE
"Hello, I am wondering if your phone is still available for purchase? I would like to purchase the phone but am wondering if you negotiate on the price. I have $115 dollars allotted for a new phone and need to stay within my budget. Are you able to decrease the price to meet me at $115?",TRUE
"I will buy the phone as is for $115. I don't want to pay more than the amount that I stated. If you accept my price please contact me within 24 hours. If I don't hear from you in the next 24 hours I will take it that you will accept my price.",FALSE
"I am very interested in the IPhone 6 you have for sale. I am willing to offer you $115 cash and can pick it up today. I need this phone for work and my budget is $115, are you willing to deal?  Thank you for your time.  VR  CG",FALSE
"Hey friend! Good evening. First of all let me just start up by saying I'm so glad I found your listing since I've been looking for a long time for this phone in this price range. You see, I need it for work and it has been a hassle not being able to complete my work because I don't have this phone. The only downside is that my budget is $115, I know its a lot to ask but is it possible we could reach an agreement? I would deeply appreciate it. Thanks in advance! Have a lovely day.",TRUE
"I would like to purchase your phone for 115 dollars. No exceptions.",FALSE
"Hi, I am really interested in purchasing your IPhone 6 plus. It is exactly what I am looking for, and I need it to be able to complete my assignments at work. The only problem is I have a strict budget of $115. I would love to purchase your IPhone 6 plus, but I can't go any higher than $115. Is there any way you can cut me a break?  ",TRUE
"I am willing to offer 115 to buy this phone. I am very firm on the price. I believe we can both get a great deal on this sale.",FALSE
"Hi, I'm interested in this iPhone. The offer looks great, but I'm not willing to go that high. How does $115 sound?",FALSE
"I would like to buy this phone at 115 dollars. I know you have 155 for the price but I know it's only worth 115 in that condition on the local market. My offer is as high as I will go and we have a deal correct?",FALSE
"Dear Seller: I am very interested in the iPhone 6 you have listed at Craigslist.  This is exactly what I am looking for and will love to get it. I would love to give you the $155 you are asking for. However, my budget is allowing $115.  I have excellent payment history with eBay with proof.  Please contact me to help you complete this sale.  Thanks.",TRUE
"I am interested in the phone you have for sale. At this time I can offer $115. Firm. Please let me know.",FALSE
"Hello, I am currently interested in your iPhone 6 Plus 64GB. I see that you're looking for $155 but I am fairly sure it is worth a bit less considering it is no longer the latest model. I'll offer you $115 if you're willing to sell at that price. Let me know as soon as possible as I my offer may not last long as it is fairly likely that I will find what I want sooner or later.",FALSE
"Hi, I recently saw your post on Craigslist. The phone looks like it's in amazing condition. You seem like a person that really takes care of their things. I would like to purchase the phone for $115. Would you agree to this price.  Thanks.",TRUE
"Good afternoon, I'm very much interested in your post, as this is the exact make and model of phone I've been searching for (for work). Unfortunately, my job has only allotted me $115 for a work phone. I'll be using this phone everyday, so I'm really hoping to get a nice model like this one. Please let me know if you'd be willing to accept $115 for the phone.   Thank you so much for your consideration! Annie",TRUE
"I'm extremely interested in the iPhone you have for sale, it's in great shape!  It's nice to see that some people do a good job of taking care of their belongings.  However, it's a little over my budget.  Would you be willing to sell it for $115?",TRUE
"Hello, I would like to make an offer on your phone. My best offer would be $115. Please let me know if this is acceptable. Thanks, ",TRUE
"Hello, I saw your listing for this phone and I am interested in buying from you. Can you do a bit better with the price for me, I would make the purchase right away if you could sell it for $115. I would really like to buy it from you at that price. Thank you and please let me know.",TRUE
"Super interested in your iPhone. The highest I can go is $115 though. I can pick it up today. Let me know!",FALSE
"Hello. I am really interested in your phone. This is exactly the phone I was looking for. Unfortunately my maximum budget is of $115. Your offer of $155 is very justified but I cannot go that high. I would really, really appreciate it if you would lower your offer to meet my budget. Thank you.",TRUE
"Hi, I have been searching for an iPhone 6 at a low price and ran into your post. Am I glad I ran into your post. I have 115$ in cash right now. What do you say?",TRUE
"I am interested in purchasing this phone at a price of $115.  While I realize that it may be less than listed, I will pay cash in hand.  Please let me now if you are interested.  In the meantime, I will continue to look for a phone to purchase as I am looking to obtain one quickly.  Thank you!",FALSE
"Hi, I'm interested in buying the phone. I would like to pay 115 for the phone. Please respond.",TRUE
"Hello. I am interested in purchasing your 64GB iPhone Plus phone. I see you have it list for $155. I am prepared to give you $115 cash if we can meet up today. I'm only in town for one more day so this will be my only offer. Please contact me as soon as possible, if interested.",FALSE
"I am interested in purchasing your current Iphone.  I have read your post and am prepared to offer you $115 for the Iphone.  My offer is firm.  Please contact me as soon as possible.",FALSE
"Hi! I'm very much interested in purchasing this phone. The $155 price is really great for the quality of phone. However, I have a really strict budget of $115. I am in need of a new phone for work, and this is the exact phone I have been looking for. If you would be so generous as to accept my offer, I will pick up the phone from you at your convenience. Thank you for your consideration!",TRUE
"Hello,  I will give you $115 for the iPhone 6Plus. Please let me know if you accept my offer. Thank you very much for your time.  ",FALSE
"Hello! I was very excited to find your ad as. This is exactly the phone I need for work and for which I've been searching for a long time. Unfortunately I am on a very limited budget and I can only afford to spend $115 for a phone. But if you can accept my offer of $115, I will meet you anywhere and anytime and pay you with CASH. Thank you for your consideration of my offer. Have a good one!",TRUE
"I really like this phone and can pay you $115 right now.",TRUE
"Hello,  I've been looking for this exact phone for my job forever!  I can't believe you have it... the problem is that they will only allow me $115 to buy it.  Do you think you could possibly come down to that price for me?  I would really really appreciate it.  It would make my life at work so much easier.  Thanks so much for your consideration,  Me",TRUE
"Hello,   Oh my goodness, I'm so excited to see your listing. The phone is EXACTLY what I have been searching for! And I can tell from your description and the photo that it's just perfect, too. I can almost hear it ringing in my pocket right now! What's that? Hello? So, happy to hear from you. Sorry, sorry. I'm getting ahead of myself. Soooo, I was wondering if there was any way that you might consider taking a little bit less for this phone? It's absolutely everything I've been looking for but my bosses &lt;grrrrr!!!&gt; will only give us $115 to get this phone. I know! Can you believe it? Is there any way you could absolutely make my day and say """"yes"""" to $115? I'd be so, so grateful. Just let me know when you can. Thanks so much. :) ",TRUE
"Hi. I saw the IPhone 6 Plus you have for sale. It sounds like you took really great care of it. It is just the phone I've been looking for for a long time. I would love to offer your full asking price, but I have a $115 budget limit to work with. When you have a moment, let me know if that will be enough to purchase this great phone. And, of course, let me know if you have any questions for me. Thank you, and have a great day!",TRUE
"How firm are you on that price? I have 115 cash right now. I can pick the phone up and I can came to you right away. If you want the money shoot me an email back or give me a call at 414-123-4567",FALSE
"I will by this phone from you for 115.00",FALSE
"I am looking for a phone for work. I can pay $115 and no more for this phone. Will you accept that offer?",FALSE
"What a great find! Thanks for putting it up for sale. Would $115 be OK?",TRUE
"I am interested in your listing for an iPhone 6 plus. I would be willing to pay $115 as it is not in brand new condition.",FALSE
"Hi, I am interested in your iPhone for sale. It looks great and is just what I am looking for. I can offer you $115 cash for the fine and that is as high as I am willing to go. Let me know if you want to make the deal.",FALSE
"Hey there,  I came across your posting on Craigslist and was wondering if you would consider going just a bit lower on the asking price. I have an extremely strict budget of 115.00. With that being said I'm currently free & could be heading in your direction as soon as possible cash in hand if you were to agree. I desperately need a new device for work and without one it will make my work just about impossible. I would be so appreciative if you were to consider my offer.  Hope your day is going well -interested buyer",TRUE
"Hi, I recently saw your ad on Craigslist. I have been looking to purchase the exact phone you have listed. However, I feel the price is a bit high as the phone is used. I know you are asking $155. However, I am willing to pay no more than $115. You can contact me if you're interested in lowering the price.",FALSE
"Hello, I saw your post selling your iPhone and I'd like to purchase it. I'm willing to pay $115 cash ASAP. Please get back to me.",FALSE
"Hey, how are you. Just saw your post on Craigslist. I am interested in the phone but $155 does not interest me. I will pay $115 but no more. This type of phone is already losing value and is to no value to you sitting so $115 is a great deal for you.",FALSE
"Good morning! I am very interested in purchasing your Iphone 6 plus. It looks like it is in great condition. It is just what I need for work. However, my employer has given me a budget of $115 dollars to spend. I am really hoping that you can help me out. Thank you, and I look forward to hearing back from you!",TRUE
"Dearest seller,  I am writing in response to your post about the almost new iPhone 6 Plus. Unfortunately, I cannot pay you the full 155 dollars for this product. :( I was wondering if it would be possible to take this off your hands for $115? I'm very sorry, but it's all the money I have. I would be eternally grateful if you could help me out and make a deal. Thank you in advance!",TRUE
"Hi!  I have been looking for this exact phone for a long time now, and I am excited to finally be able to buy one.  Unfortunately I cannot afford your stated price of $155.  Is there any way I can get this phone for $115?  I have looked through my finances and there is no way for me to pay the amount you are asking, but I really want this phone.  Is there any way we can negotiate a different deal?  You are the only person I have found selling the exact make and model of phone that I have been looking for.  If you feel like you can negotiate with me please contact me at, my@email.address.  I hope we can work something out!",TRUE
"Hi, I've been looking for a phone like this one and I was happy to see your post today.  I can come by immediately with cash if you'd be willing to take $115.  I'm sorry I can't offer more.  You'd be doing me a great favor.  Thanks so much for considering my offer.",TRUE
"I'll give you $115 for it. Take it or leave it. I don't think you'll ever sell it at $155",FALSE
"Hello friend. I will give you $115 for the phone. Can you please help out someone that needs it but doesn't have 155 dollars right now?",TRUE
"Hello there! I really admire your post about the IPhone 6 64GB Factory unlocked new in box on Craigslist. The pictures and details you posted make me feel confident about the quality of these goods. It's rare to find postings as nice as these on Craigslist. I'm absolutely sold on the phone, but I have a maximum budget of $115 to spend. I am willing to meet you at your earliest possible convenience at a location most convenient to you. Thank you again! Looking forward to hearing from you.  Best, Ryan",TRUE
"Hey there,  I saw your ad posted for the iPhone 6 you have for sale. I'm very interested and have been looking for this exact model for my work phone. I was wondering if you would be willing to come down on price? I can offer $115 and I'll pay cash and pick up as early as today. Hope to hear back from you soon!",TRUE
"I will offer you $115 for the phone. As it's already been used with an Otter Box case, there's no telling what minuscule scuffs could be found on the sides, top, and bottom.",FALSE
"Hello,  I'm interested in buying your iPhone 6. However, $155 is a bit too expensive for me. I'm on a budget, and I have bills I have to pay. I can offer you $115 for your iPhone 6.",FALSE
"I'll give you 115. 6 plus is fairly old. IPhone 8 will be out this year.",FALSE
"Hello,  I will pay $115 cash right now. I have been looking for these and your price is a bit steep. Most phones like this being sold used on Craigslist are being sold for about $100. The issue with selling online like this is you don't have a guarantee. Therefore if something is wrong that you are not aware of, most people don't mind spending $100.",FALSE
"Hello. This phone is very well-suited to my needs. I would like to offer $115 for it. Would you accept this?",FALSE
"Hi,  I saw your posting on craiglist for an iPhone. I recently got a new job and need an iPhone for work and I am really excited about this particular phone because it is exactly what I am lookin for. Unfortunately, I am currently on a budget and cannot afford your asking price; is it possible you could lower it? I can do $115 right now.  Thanks.",TRUE
"Hello. I am interested in buying your phone; however, the most I will pay is $115.  It is an older model and Apple will be coming out with a new phone very soon.  The program on the 6 will eventually be running slower.  I will pay you instant cash and give you a great review in return.",FALSE
"Hello. I noticed that you're selling this beautiful phone. I was wondering if you'd be able to sell the phone for less? I only have $115 to spend. Would you be willing to take that right now?",TRUE
"I will pay $115 in cash for the phone if it is still available.  I can pick it up today.  Text me at --------.",FALSE
"Hi I would like to buy your phone. I'm a bit short of cash so I can offer $115. Does that sound good?",TRUE
"Hello,  I am interested in your phone, but I am not willing to pay $155 for it. I have $115 cash that I can pay you today. Let me know if you're interested in my offer. ",FALSE
"Hello,  I hope you are doing well today. I saw your ad for the IPhone 6 Plus that you are selling. I am highly interested in buying this product. I am in a bit of a predicament, I would love to buy this phone from you but I can only offer $115. Are you up to negotiating?   Thank you for your consideration, Paul ",TRUE
"Hello, I am contacting you in regards to the Iphone 6+ you have on Craigslist. I would be willing to offer $115 for the phone as I have seen some offers on here for $130 for similar phones. $115 is the maximum that I can offer and would be able to make the exchange ASAP if you so choose.",FALSE
"I have been monitoring Craigslist for some time, trying to find a 64GB IPhone 6 for use as a work phone.  My employer has allowed me to spend up to $115 for a new work phone.  Would you consider an offer of $115?  Thank you for your time and thoughtful consideration.",TRUE
"Hello,  I am willing to buy your IPhone 6 Plus from you, but I want to negotiate a better deal.  $155 is too high for this device, so I doubt anybody is going to buy it at that price.  Let me buy the device for $115.  You'll certainly won't get a better deal than that.",FALSE
"Hello  I was wondering if I could interest you in selling the device for $115. I really like the phone and the case it comes in. I need a new cell phone and I would greatly appreciate your flexibility. Thanks",TRUE
"I am interested in purchasing the iPhone from you.  I was contacting you to see if you would consider taking $115 for the phone.  To be honest, $115 is my max budget and the phone would really help me out.  I totally understand if you are not willing to go that low, but would appreciate your consideration of the offer.  ",TRUE
"Hi there,  I saw your ad about your phone for sale and I'm willing to take it off of your hands ASAP for $115. I'm willing to drive to you. Yes I do realize this is a little below your original offer, but  as stated earlier I can use my gas to drive to you and put the cash in your hand now.  ",FALSE
"Hello, I'm writing to respond to your ad for the iPhone 6 Plus. Is there any way that you'd be willing to take $115 for it? I've been looking for this phone for such a long time, but my budget is only $115. Thank you so much in advance.",TRUE
"Hi! I am e-mailing to make an offer for your IPhone 6. That's the exact model I have been looking for for a good while. Since the phone isn't technically brand new, I can still offer you $115 effective right away. I hope you will consider this fair offer. At any rate, have a great day. :)",TRUE
"Hello,   I am extremely interested in purchasing this item from you. I need this phone for work and I am willing to purchase it immediately. However, I am only able to pay $115 for it. Unfortunately I have no flexibility in this matter, and am unwilling to negotiate further. If you accept this offer, please let me know and we can begin communicating as to a time and place for pickup/exchange of funds. Please let me know what you decide.   Thanks,   -Buyer",FALSE
"Hello I have been searching for this model and it looks like I have found it.  I have a budget of $115 I am wondering if it is possible to sell this phone to me at that budget price?",TRUE
"Hi, I have the $115 in my pocket right now. If you're willing to sell it I will meet you wherever you want and time.",FALSE
"Hello, I would like to purchase your iPhone for $115 cash, I'll get this to you asap. That's all I have so that's my final offer. Best, Buyer",FALSE
"Good afternoon, I'm contacting you about the IPhone 6 plus. I'm very interested in purchasing the phone, however I'm limited in my budget. I'm currently limited to $115, do you think that there is anyway you may be able to sell it for that price?  Thank you very much.",TRUE
"Will buy this phone for $115. I will pay you prompt with cash if you accept. This is the most I'm willing to go, so please don't try to bicker the price.",FALSE
"While I'm interested in the iPhone that you're offering, the price that you're asking for it is unreasonable. I can offer you $115 and not a penny more. This is a good, solid offer and what the phone is worth. Thank you.",FALSE
"I am responding to your ad about the iPhone.  I am willing to offer you $115 for the phone.  Considering the phone is outdated and used I believe that $115 is a generous offer.",FALSE
"Good Afternoon,  My phone was recently stolen and I am very interested in the Iphone 6 that you are offering. Verizon is my carrier as well so this should be perfect for me. The only catch is that I am in between jobs and a little tight on cash at the moment. Would you be willing to sell this for $115? If so, I'll gladly meet you anywhere that is convenient for you. Thanks!",TRUE
"Hi hun,  I want to buy the phone from you sweetie, but I only have $115. Can you help me?",TRUE
"Hello, I am interested in buying your Iphone 6 Plus. I have $115 and can come pick it up now. Please get back to me as soon as possible to arrange a pick up location.",FALSE
"I will buy this at 115 because I could get it cheaper elsewhere. This is my firm price as I can get it at this price elsewhere. Contact me asap",FALSE
"Good, afternoon! That looks like an awesome phone! I have been looking for just exactly that for my new work phone. However, my company will not authorize me to spend more than $115. If there is any way you can come down in price, please let me know. I sure would love to be able to buy it from you!  Have a great day! Buyer T. Smith",TRUE
"Hello, I am interested in the Iphone 6. I need this phone for work, I can pay $115.",TRUE
"Thanks for taking such good care of this iPhone! It is exactly what I need. I'm getting this for work and the budget limit is $115, not a penny more. I hope you can meet that offer. I can get you the money in cash immediately. I'll stand by for your response.",TRUE
"Hello:  I am writing to see if the iPhone is still for sale? I will offer $115, cash for the phone. Current market value for a used iPhone 6 is $100 so I believe that $115 is fair. ",FALSE
"Hello.  I am very interested in buying your phone. I can offer you $115 for it.  Please let me know if we can arrange this deal.  Thanks!",TRUE
"Hey there! I'm very interested in the Iphone 6. It's exactly what I've been looking for. I was wondering if you'd be willing to take $115?",TRUE
"Hey, I saw you are selling the iPhone for 155 but I would like to buy it today for 115.",TRUE
"Hi  I am interested in the IPhone you have for sale. My best offer is $115. Take it or leave it.",FALSE
"I am very interested in this iPhone. I have done my research and with the current market value I am willing to offer you $115.00 for the phone. I believe this is a great offer within the current sales market of the item.",FALSE
"Good afternoon. I really like your offer for the Iphone but I am not to sure about the price. I would be willing to close the deal today for $115. I am very much looking forward to your response. Thanks. ~R",TRUE
"Hello, this looks like a great phone and the images you provided are great. I also appreciate all the information you provided about the phone, it is very detailed. I would like to make you an offer of $115, and even though it is lower than your asking price I feel it is a good offer. Thank you for offering such a nice phone and I hope we can agree on the price of $115.",TRUE
"I'm in the market for a secondary phone. This is a phone for my child and I'm not going to make too large of an investment on the purchase. I have budgeted $115 for the phone, and am willing to make an offer for that amount. I understand that this is below the asking price, but it's all I can, or will pay for this particular phone. Think about the offer and let me know. Thanks for your time.",FALSE
"I am very interested in this phone, I have been trying to find this phone for a while. I am wondering if you will be interested in selling this phone for 115 dollars. This will be used as a work phone and 115.00 is all my budget allows. I hope you will take my offer in to consideration. Thank you.",TRUE
"Hi esteemed seller :)  I noticed you have posted an ad for a almost new iPhone 6 plus 64GB Factory unlocked new in box, as a iPhone aficionado who is in the market for just the phone, I am very interested in this phone.  I can assure you I will treat the phone well and take good care of it.  Now, the only issue is my budget for a new phone is limited to $115, no more.  I would very much be delighted If you would be willing to leave the phone in my care for just $115.  I will offer the phone a good home and be a good owner to it.",TRUE
"Hi. I am very interested in buying your phone. I only have $115.00 in my budget to spend. Is it possible for you to let me have the phone at this price? I would be most grateful. Thank you.",TRUE
"Hello!!! My name is Bobski the Great and I just saw your ad on Craigslist for that AWESOME looking iPhone. Thing is, I only have $115 to my name. Seriously, that's all I have. Is that enough for you? ",TRUE
"I am interested in your phone. Although it seems to be in good condition, I believe it is only worth $115. This is the maximum I am willing to pay. If you are interested in making a deal let me know. ",FALSE
"Hi,  I'm very interested in your iPhone that you have listed. Is there any way possible that you may be able to come down on the price a bit. I have $115 cash in hand right now if you're interested. Thank you so much for you consideration!  Have a wonderful day!",TRUE
"Good afternoon,  I hope you're doing well! So, I've been searching for this model for awhile, and this looks like it's in very good condition. I'm definitely interested in purchasing it, however, I'm really unable to purchase the phone for any price higher than $115. Therefore, would you be willing to consider lowering the price to $115? I understand if not, but please let me know if you decide to lower the price. Thanks!  ",TRUE
"Hi, how you doing? I'm interested to buy your phone but I have a great deal. I'm hoping that you can give it to me at the price of $115.",FALSE
"Hi Seller,  That is a fantastic looking phone, I have read its reviews online and it looks brand new like you describe in the caption. The Apple Iphone is one of my favorite phones, because it is like holding a work of art. It is a magnificent piece of human achievement in engineering, that not even Star Trek or other science fiction shows could have ever imagined.   I would be really interested in purchasing it from you; however, my budget is a little tight right now: I can only offer you $115.00 for the Iphone 6. Please let me know if you would be interested in further discussing this offer.  Thanks,  TT",TRUE
"Hello, I am interested in the iPhone 6 Plus you have for sale. I am willing to offer you $115 for it. I think this is a fair price and you should take it. $115 is really all this phone is worth and it's a good deal for you. Thank you.",FALSE
"I see that you have an old and used IPhone 6 Plus for sale. $155 is too much for a phone that is nearly two generations old and was released 3 years ago.  I can offer you $115 for the phone.",FALSE
"Hello there.  I was very interested in purchasing your phone you have for sale.  It looks like you took great care of it, and it's just what I need.  I'm on a bit of a strict budget, though, and only have $115 to be able to purchase.",TRUE
"Hello! I am interested in your iPhone. I would be willing to give you $115 for it. Let me know.",FALSE
"Hello, I am interested in purchasing the iPhone you have listed on Craigslist; however, I can only pay $115. No negotiations available. Please contact me if you would like to accept my offer. Given that the phone has been used I believe this is a fair price. ",FALSE
"Hello,  I am interested in purchasing this phone for work purposes but unfortunately have a spending limit of $115 per my company's budget. Is there any way that you would be willing to work with me on this? I really appreciate your time and consideration.   Thank You, Ashleigh.",TRUE
"Hi! I am highly interested in your phone, but I can only spend $115. I can not possibly go another penny over that price! Do you find that price acceptable?",FALSE
"I feel $155 is too much for this phone. I have seen lower prices than your asking price. I will pay $115 and no more.",FALSE
"Hello. This is an outdated model. It looks heavily used. I need this for $115 otherwise it is a waste of my time.",FALSE
"Hello. I can get this same phone for $120 on websites. I will make an offer of $115.",FALSE
"I need to have this down to 115. I have exactly 115 to pay, and that's including gas money to get to you. Take this down to 115 or its NO DEAL.",FALSE
"I think 115 is fair.  I have cash in hand.  You want this money.  I will value the phone.  You will make a friend out of this.  You won't get a better offer.  Take this deal.",TRUE
"Hi, how are you? I saw your ad for the Iphone 6 Plus and I'm very interested. I just got a new job and need to get a good smartphone for it. Is there any way you would take $115 for the phone? It's all the money I have or I would gladly pay more. Please let me know. Thank you",TRUE
"Hi, I would like to offer you 115 for your iPhone 6 as that is my maximum budget. If you message me back in an hour I can meet you somewhere on my lunch as I have the money on me, otherwise it will have to wait for a day or more. This will be a surprise for my daughter; she needs this phone.  Thanks.",FALSE
"I would be willing to buy this from you for $115. These phones are going on eBay for $100, so you'll be lucky to get $115. That's my top offer.",FALSE
"Wow!  That's just the phone I'm looking for, but my budget is only $115.  Would you consider selling it for that price?",TRUE
"Hey, is the phone still available? If so, are you willing to take $115 for it? I am available for pick up as soon as the next hour if you agree to the price. I really need this for work, any deal you can make would be greatly appreciated. ",TRUE
"Hello, I am interested in purchasing your Iphone 6 Plus 64gb  phone, and I am only able to pay $115 for the phone.  I would be greatful if you would consider selling the phone to me for this price.  Please let me know if you are able to do so.  Thank you for your time. ",TRUE
"Hi.  I would like to buy your phone. I am have a firm budget of $115 and cannot negotiate. Does that work for you?",FALSE
"I'm selling this item for 115 and can't go any lower because I really need the money.",FALSE
"Hello, I want to buy the phone listed on Craigslist. However, I only have $115 to spend. I cannot offer you any more than that so $115 is my final price. ",FALSE
"Come on. The price you are offering on a product that ISN'T NEW is unreasonable. Now, I for one am very interested in getting this item. BUT, I will only pay $115. I am not paying a penny more. ",FALSE
"Hello!       I have been looking for a while for a phone exactly like the one you are selling.  I would love to purchase this phone for my work; it is exactly what I need.  Unfortunately, the most I can afford to pay is $115.  Would you please consider selling it to me for that amount?     Thank you for your time reading this, and I hope you consider my offer.",TRUE
"Hi, I am very interested in buying your phone. It is exactly what I have been looking for and I appreciate the fact that you are offering it on Craigslist. Although the price you're offering for seems reasonable and fair, I have a personal problem involving money. As a result I would only be able to offer you $115. I appreciate your kind consideration of my offer.",TRUE
"Hello, I am very interested in your IPhone 6. My job only gave me $115 to buy a phone. Please contact me if you could accept this offer.",TRUE
"Hello I am very interested in the iPhone. I was hoping you would be able to come down in price a bit. I will take it for $115.",TRUE
"Hello I would need this phone so I am willing to offer you 115 bucks. This is the best I can do and I cannot offer anything more. What do you say?",FALSE
"Good afternoon.  I am interested in purchasing your phone. I will offer you $115 and that is the maximum I am willing to go. I think your request of 155 dollars is a bit much considering how old this particular model is.",FALSE
"I am very interested in buying your phone.   It works perfect for what I need.  I am however limited to $115; I would rather not go back trying to haggle as there is no possible way I can spend more than my budget.",FALSE
"I am inquiring about your Iphone 6 plus that you had posted.  I am wanting to buy and I have cash in hand.  The max amount I can offer is $115.  No more, no less.  Let me know. ",FALSE
"Hello, I am very interested in your phone but I have a limited budget. I am willing to offer you my best price of $115 in exchange for the phone. I hope this deal will work for you. Thank you!",TRUE
"Hi! I saw your were selling your IPhone 6 plus and I wanted to let you know I am very interested! Would you please consider an offer of $115? I hope that price is not insulting, it's just the most I can afford right now. I would truly appreciate if you would consider it and let me know if $115 would be okay!   Thank you your time. _     Alyssa  ",TRUE
"Hey, I'm interested in buying your Iphone 6.  I think your price is very reasonable but I can only offer you $115. I hope this is acceptable.",TRUE
"This is the exact phone I have been looking for and I would love to have it. The problem is it is for work and I am only allowed to spend $115 on a new phone. I am hopeful you would be willing to come down on price and accept my offer.",TRUE
"I would like to buy this phone from you but the price is not reasonable.   I found this exact model on eBay for $100 from a reputable seller so I know I can get it cheaper than what you're asking.  This is delivered! I can offer $115 and if I don't hear back from you shortly I'll go ahead and purchase the phone from eBay.",FALSE
"Good afternoon!  I just came across your ad for the iPhone 6 plus on Craigslist. I'm writing to let you know that I'm in the market for the same phone, and I am definitely interested. However, $155 is a bit out of my price range. I was wondering if you would be willing to take a slightly lower amount (about $115) for the phone? Thank you in advance, and I hope to hear from you! :)",TRUE
"Hello, I came across your ad today for the Iphone 6 Plus with 64GB. I have been looking for a phone like this one. After reviewing your ad, I believe I would like to purchase this one. However, I only have a budget of $115 dedicated to purchasing a phone. If I were to purchase this phone, $115 dollars would be my firm offer. I have other options that I am looking at as well. Send me an email back if 115 sounds good to you. Thanks. ",FALSE
"I want the phone but will only pay $115 for it. I will only pay that because its a used phone.  I think this is a reasonable price.",FALSE
"Hi there! I am interested in your phone but don't currently have the amount you are asking. I could go upto $115. Would you be willing to go down to that price? I would really appreciate it!",TRUE
"Hi, I'm really interested in this phone.  I know you are asking for $155 but my budget is really tight and I could only offer $115 for the phone.  I know it's like a $40 dollar short from what you request but instead of just having the listing there without any interest, I will pay for it right away so you don't have to wait for another month or so before getting this phone sold.  Will you be interested in selling it with $115 only?",TRUE
"Hello!  I came across your ad for this great-looking phone and it seems like exactly what I need.  Unfortunately, I simply don't have enough money to meet your asking price, but wanted to make you an offer anyway.  I'd like to extend an offer of $115 for the phone.  I know it's not what you want but it's the absolute highest I can go for you.  If we can't make a deal, I fully understand and appreciate your consideration nonetheless.  Thanks again and I hope to hear from you!",TRUE
